菜谱名称,原料
蒜瓣烧田鸡腿,"剥皮的田鸡后腿。
辅料：蒜瓣。葱,姜,酱油,白糖,味精,绍酒,湿淀粉,猪油,花椒水,肉汤。"
叫花鸡,"母鸡,虾仁,鸡肫丁,猪瘦肉,熟火腿丁,水发香菇丁,大虾米,猪网油,鲜荷叶,包装纸,酒坛泥,绍酒,精盐,酱油,葱段,姜末,丁香,八角,山奈末,芝麻油,熟猪油"
烤方,"猪肋条肉长方块(约重)。甜面酱,葱白段,花椒盐"
凉冻绿豆肘,"猪肘子(～公斤),绿豆.～公斤。"
炸卷果,"瘦牛肉,格炸,油皮张"
酸辣腰卷,"猪腰子,水发香茹,水发玉兰片,泡菜,干辣椒"
炸卷肝,"猪肝,猪网油"
它似蜜,"净羊里脊肉 白糖,甜面酱,酱油,醋,料酒各,湿淀粉,姜汁,糖色各,香油 花生油。"
鸡丝汤,"鸡脯肉,火腿,冬菇,鸡蛋一（用蛋清）,淀粉,精盐,胡椒粉,清汤"
北京烤肉,"羊肉或牛肉,大葱,香菜,料酒,酱油,姜汁,味精,白糖,香油"
鹿茸三珍,"鹿茸,水发鱼翅,水发海参,干贝,鸡脯肉各,盐,料酒。"
银耳素烩,"银耳,发菜,胡萝卜,莴笋各,清汤,精盐,鸡油,白糖。"
蜜汁葫芦,"猪板油 ,蜂蜜约,青,红丝各,鸡蛋。"
生菜扒鸡腿,"鸡腿,生菜,葱,姜各,料酒,味精,酱油,精盐,白糖各,汤,油"
一品肉,"带皮猪五花肉,冰糖,葱段,姜块,白糖,精盐,味精,
料酒。"
筒子肉,"去皮猪肉(肥瘦各半),猪网油,鸡蛋,白面,淀粉。
调料：植物油(实耗约),香油,盐,料酒,葱,姜,花椒,味精各,白肉汤。"
藕丝羹,"鲜藕,鸡蛋,琼脂,蜜饯银杏,蜜枣,玉米粉,糖。"
北京鸡,"鸡腿,青花菜,黑胡椒粉,味精各,淀粉,糖各,精盐,醋,辣酱油各,鸡蛋,水。"
冰糖肘子,"去骨猪前蹄膀,酱油,料酒各,葱,蒜各,姜片,冰糖"
青椒鸭丁,"鸭脯肉,青椒 鸡蛋,淀粉,糯米,料酒,味精,白糖,酱油,葱各,精盐,油。"
抓草鱼片,"鳜鱼肉,白糖,湿淀粉,酱油,绍酒,醋,味精,葱末,姜末,熟猪油,花生油。抓匀浆好。"
鸡蛋玉米羹,"罐头玉米,鸡蛋,罐头蘑菇,淀粉,牛奶,净冬菇,料酒各,鲜豌豆粒,精盐,葱,姜各。"
葱扒整鸡,"净膛鸡（重约）,葱,姜,盐,料酒,味精,白糖,将油,高汤,水淀粉,油,葱油。"
烂糊白菜,"白菜,金华火腿茸,鸡清汤,精盐,生粉,鸡粉各,料酒,香油各,糖,胡椒粉,油。"
莲枣肉方,"火腿肉方,莲子,枣,水发银耳"
糖醋鲤鱼,"鲤鱼,白糖,酱油,料酒各,葱,姜各,醋,蒜茸,精盐各,试淀粉,清汤,花生油"
炒豆腐脑,"嫩豆腐,水发海米,咸雪里蕻。"
砂锅三味,"猪肘肉,带骨雏鸡肉。 鸡蛋,火腿,青菜心。酱油,清汤,葱段,姜片,精盐,味精,菜油。"
豆苗虾仁,"材料：*虾仁两*豆苗/斤*蛋白/,
调味料：*盐,味精,胡椒粉,太白粉各"
生汁香蕉卷,"大香蕉根,咸鸭蛋,生鸡蛋,辅料：威化纸张,面包粉,沙拉酱。"
小米蒸排骨,"猪签排,小米,红豆瓣,菜籽油,料酒,冰糖,甜酱,精盐,味精,大葱,老姜,麻油"
共和凉菜卷,"芹菜,胡萝卜,绿豆芽,山东白菜（取梗）,香菇,粉丝又/把,春卷皮张,芥末酱大匙,蛋黄,盐/小匙,糖/小匙"
香酥萝卜丸子,"白萝卜,草鱼（做成鱼茸）,白面馒头切粒 调料：盐,味精,鸡粉,白胡椒粉,料酒"
拔丝金枣,"红枣,山楂糕,白糖"
炒豆腐脑,"嫩豆腐,水发海米,咸雪里蕻"
锅塌豆腐,"豆腐,肉茸,鸡蛋,清汤"
蒜苗火鸡排,"蒜苗小根·洋葱·番茄·火鸡肉（大腿部分的厚肉块）·油数滴·盐·粗磨的胡椒·即溶高汤粉/茶匙·水·法式鲜乳酪汤匙·芥末茶匙·法国面包块（或是马铃薯,米或面一份）"
酒香椒盐肘子,"辅料：植物油公斤(实耗约),料酒,酱油各,花椒,大料各,盐,花椒盐,糖,鸡汤.公斤"
八宝梨罐,"茌梨。 桔饼,桂元肉,冬瓜条,红枣,山植糕,青梅,糯米饭,瓜子仁,青红丝,白糖,桂花酱,熟猪油。"
扒龙须鲍鱼,"罐头鲍鱼,罐头龙须菜。调料　鸡油,料酒,味精,盐,湿淀粉,白糖,鸡汤"
酿茄斗,"茄子。 猪肉,水发海米,鸡里脊肉,鸡蛋清,樱桃,水发木耳,玉兰片。花生油,葱,姜,味精,芝麻油,清汤,绍酒,精盐,淀粉"
黄焖全鸡,"鸡。 葱,姜。八角,黄酱,酱油,精盐,湿淀粉。绍酒,花椒油,花生油（实耗油）"
三彩大虾,"鲜对虾。 比目鱼肉,猪肥肉膘,咸面包,火腿,香菜,水发冬菇。精盐,味精,绍酒,葱,姜。淀粉,花生油,花椒,辣椒油。"
油泼鸡,"鸡。 香菜。酱油,绍酒,姜,味精,芝麻油,花生油（实耗油）。"
龙凤双腿,"鸡脯肉,净大虾肉。 鸡蛋一（约）。湿淀粉,猪网油,辣椒油,花生油（实耗油）。"
鱼包三经,"偏口鱼。 火腿,水发冬菇,净冬笋,熟鸡肉。精盐,绍酒,芝麻油,面粉,发酵粉,花生油,鸡蛋黄。"
辣味过江鸡,"鲜肉鸡(重约),蕃茄,红油辣椒,油酥郫县豆瓣,酱油,精盐,味精,胡椒面,料酒,白糖,醋,蒜泥,葱花,芝麻酱,熟芝麻,姜片,葱节,花椒粒,清汤。"
绍子烘蛋,"蛋,盐半匙,玉米粉半匙,绞肉大匙,木耳末大匙,榨菜末大匙,葱花,高汤饭碗,味精半匙,油公。"
奶汤八宝布袋鸡,"鸡。 海参,干贝,猪瘦肉,火腿,鱼肚,莲子,口蘑,玉兰片。绍酒,精盐,葱,姜,香菇,菜心,奶汤。"
胡椒海参汤,"水发海参,胡椒粉。调料　熟大油,葱各,料酒,盐,味精,生姜水,香油,酱油,鸡汤。"
鱼包三经,"偏口鱼。 火腿,水发冬菇,净冬笋,熟鸡肉。精盐,绍酒,芝麻油,面粉,发酵粉,花生油,鸡蛋黄。"
五花肉烧冻豆腐,"蛋冻豆腐包,五花肉,笋,葱根,姜小块,辣椒根,蒜头粒。调味料： , 酱油大匙,米酒大匙,糖大匙,胡椒粉。 , 高汤。"
萝卜鱼,"比目鱼。 猪肥肉膘,面包渣。精盐,胡椒面,绍酒,葱,姜末,花生油,香菜叶,鸡蛋清。"
蜜汁肥桃,"肥桃。 蜂蜜。白糖,桂花酱,花生油。"
紫桂焖大排,"主料　猪带骨外脊肉.公斤,紫肉桂。 
调料　植物油(实耗约),熟大油,盐,白糖,料酒, 
　　　糖色烽冼,姜,葱,鸡汤.公斤。"
双烤肉,"主料 带骨硬肋猪肉.公斤,鸡蛋清,葱白,萝卜条。 
调料 湿淀粉,花椒盐,甜面酱。"
煎烹肉丝,"主 料：猪瘦肉。 
配 料：香菜。 
调 料：料酒,盐,味精,醋,白糖,酱油,淀粉,葱,姜各 
,油,鸡蛋,香油。"
怪味鸡丝,"鸡胸肉,芝麻酱,白糖,盐,鸡精,胡椒粉,醋,香油,白芝麻,酱油,花椒面,辣椒末,红油,水。"
八宝西红柿,"西红柿,猪肉,水发海参,大虾,干贝,冬笋,香菇,嫩豌豆各,熟鸡肉,料酒,味精,葱花,姜末,花椒水,鸡汤,湿淀粉各。"
酱炒鸡翼球,"鸡翅中节,青,红椒各,姜,花生油,盐,味精,白糖,豆瓣酱,胡椒粉,湿生粉。"
烧五丝,"鸡丝,猪肉丝,海参丝,蛋糕丝,血肚丝。 鸡蛋清,玉兰片丝,火腿丝,猪腰丝。淀粉,精盐,花生油,葱丝,姜丝,绍酒,酱油,清汤,芝麻油。"
烤加吉鱼,"加吉鱼。 菠菜,肥猪肉片。酱油,花生油,葱油,绍酒,白糖,花椒。"
酱渍鳎目鱼,"鳎目鱼。 肥瘦猪肉各,水发冬菇。甜面酱,葱,鲜姜,蒜,花生油,清汤,醋,绍酒,酱油,淀粉。"
香露全鸡,"肥嫩母鸡,水发香菇朵,火腿肉片,高粱酒,鸡汤,丁香子粒,味精,精盐,绍酒,生姜,葱等。"
白烧鱼翅,"水发整鱼翅（最好用吕宋黄翅）（）,光母鸡（）,鸡油）,猪蹄膀（）,姜片,葱,盐,黄酒,菱粉,清汤（）"
菊花鲈鱼,"鲈鱼条……,花生油… （约耗）,干淀粉……,番茄酱……,芥蓝菜叶…叶,香醋……,湿淀粉……,味精…….,白糖……,精盐…….,肉清汤……"
灵芝恋玉蝉,"水发冬菇…朵, 熟火腿肉…, 鲜虾肉…, 猪肥膘肉…, 鸭蛋清…, 干淀粉…., 精盐…, 上汤…, 味精…."
炒鲎片,"净鲎尾肉…,干淀粉…,水发香菇…,湿淀粉…,净冬笋…,绍酒…,番茄片…,精盐…,鸭蛋清…,味精…, 辣椒片….,猪骨汤…,蒜末…,猪骨汤…,嫩姜片…."
红焖通心河鳗,活乌耳鳗……条 精盐……. 水发香菇…… 肉清汤…… 葱条…… 猪五花肉…… 湿淀粉…… 净冬笋…… 白糖…… 姜块…… 绍酒…… 味精…… 酱油…… 熟猪油……
扳指干贝,"干贝…粒,精盐…,白萝卜…,味精…,干贝汁…。"
红焖通心河鳗,"活乌耳鳗……条,精盐…….,水发香菇……,肉清汤……,葱条……,猪五花肉……,湿淀粉……,净冬笋……,白糖……,姜块……,绍酒……,味精……,酱油……,熟猪油……"
淡糟香螺片,"净香螺肉………,净冬笋……,水发花菇……,葱白…根,蒜末……,白酱油……,姜末……,味精……,湿淀粉……,上汤……,红糟……,芝麻油…,绍酒……,花生油………,白糠………"
爆氽熏鱼,"净青鱼肉,笋片,水发冬菇。 鸡清汤,绍酒,酱油,豆油（实耗油）,葱姜各,精盐,味精.。"
霸王别姬,"甲鱼,鲜汤,酒,精盐,葱,姜,火腿,香菇,冬笋。"
料烧鸭,"肥烤鸭肉,冬笋。 精盐,白糖,味精,酱油,鸡清汤,香醋,湿淀粉,花生油（实耗）,熟鸭油。"
富春鸡,"活仔母鸡（重约）。 熟鸡蛋,笋片,水发香菇,鸡肫肝。酱油,绍酒,白糖,葱,姜,精盐,芝麻油,花生油（实耗油）。"
大煮干丝,"方豆腐干。 熟鸡丝,虾仁,熟鸡腕,熟鸡肝,熟火腿,冬笋,豌豆苗,虾子。熟猪油,酱油,盐,鸡清汤。"
豆苗山鸡片,"野鸡脯肉。 豌豆苗,熟冬笋片,鸡蛋清。精盐,绍酒,水淀粉,芝麻油,酱油,白糖,味精,香醋花生油。"
水晶虾饼,"净白虾,猪肥膘肉,去皮荸荠,生菜,鸡蛋。调料 熟大油,料酒,白糖,湿淀粉,醋,盐 ,味精,葱,姜。"
银丝长鱼,"粗活长鱼。 鸡蛋清,冬笋。盐.,绍酒,淀粉,葱白,蒜瓣,白糖,鸡清汤,白胡椒粉.。"
拌鸡冠肚皮,"猪肚头。调料 香油,姜汁,味精各,料酒,盐,胡椒粉。"
白汤鲫鱼,"活鲫鱼条（约重 ）。配料：熟笋片 ,熟火腿片 ,水发香菇 。 调料：绍酒 ,精盐,味精. ,葱结,姜片 ,熟猪油 ,熟鸡油 。"
水晶肴肉,"猪蹄,粗盐,葱结,姜片,绍酒。"
炝虎尾,"中等条子的黄鳝,姜末．,蒜泥,,酱油,麻油,绍酒,味精．, 熟猪油,胡椒粉。"
白汁回鱼,"回鱼一尾（约重）。 春笋。绍酒,熟猪油,酒酿,高汤,盐,葱,姜.,白胡椒粉。"
灌蟹鱼圆,"净青鱼肉,蟹粉,熟猪肥膘,熟火腿,熟春笋,水发木耳,熟菜心,鸡蛋。 熟猪油,绍酒,盐.,葱,姜,鸡清汤。"
鏊锅油鸡,"当年活母鸡（重约）。 玉果,桂皮,八角,小茴香,山奈,姜黄,葱,姜,绍酒,精盐,酱油,菜油。"
黄泥煨鸡,"活新嫩三黄（黄嘴,黄脚,黄毛）母鸡（重约）,虾仁,京冬菜,白糖各,猪肉丁,火腿丁,香菇丁,葱,姜各,鸡肫,绍酒,酱油各,大虾米,味精,盐,猪网油,鲜荷叶张,熟猪油,芝麻油,芝麻酱,葱白段各。"
蜜饯捶藕,"老白藕。 糯米,糖青梅丝,金桔饼,蜜枣,清水莲子,鸡蛋。精盐。淀粉,白糖,熟猪油（实耗油）,蜂蜜。"
五柳青鱼,"乌背青鱼（）。 酱生姜丝,酱乳瓜丝,红辣椒丝,冬笋丝,水发冬菇,葱,姜,绍酒,酱油,香醋,盐.,白糖,淀粉,花生油。"
平桥豆腐,"嫩豆腐。 水发海参,虾米,熟鸡脯肉,蘑菇,干贝。鸡汤,葱,姜,绍酒,盐,味精,淀粉,麻油,青蒜,高汤。"
常熟叫化鸡,"嫩活母鸡（重约）。 火腿,冬菇,冬笋,鸡肫,开洋。盐,绍酒,酱油,葱,姜,八角,玉果,丁香。"
扬州蛋炒饭,"白灿米饭,鸡蛋。 冰发海参,水发干贝,熟火腿,熟鸡脯肉,猪肉,上浆虾仁,熟鸭肫,水发冬菇,熟笋,青豆。盐,葱,绍酒,鸡清汤,猪油,"
白汁芦筋,"猪后腿蹄筋根,熟鸡脯,熟火腿,水发冬菇,青豆粒,精盐.客,绍酒,味精.客,生姜,葱,湿淀粉,鸡清汤,鸡油,熟猪油。"
杏仁葛粉包,"葛粉,去皮熟花生。 熟猪肥膘,杏仁霜,鲜牛奶,白糖,淀粉。"
冬瓜鸡方,"鸡脯肉。 冬瓜,净笋肉,绿叶菜,牛奶,咖哩油。精盐.,味精,绍酒,猪油（实耗油）。"
糖醋活鲤鱼,"活鲤鱼一尾（重约）。 大虾仁,,青豆,梨片。精盐.,蒜,番茄酱,白醋,淀粉,白糖,绍酒,花生油（实耗油）。"
苏州酱鸭,一级鸭酱油公斤 盐.公斤 白糖公斤 桂皮.公斤 大茴香.公斤 丁香.公斤 砂仁.公斤 红曲米.公斤 葱公斤 生姜.公斤 绍酒公斤 硝.公斤 (溶化制卤水公斤)
麒麟鲈鱼,"鲈鱼 香菇,火腿,笋片 姜片,精盐,酒,胡椒粉,味精各,葱段,香油各"
粟米香菇排骨汤,"排骨斤,玉米,香菇,盐。　"
海南椰子盅,大椰子水发银耳冰糖
甘菊猪肚,"猪肚,清汤大碗,甘菊,黄芪,老姜大片。"
佛手排骨,"排骨,瘦猪肉,虾肉,鸭蛋,肥猪肉,生葱,荸荠,方鱼,精盐,麻油,味精,面粉,红辣椒粒,川椒末,生油（耗）。"
干贝发菜,"干贝 大白菜,发菜 味精,精盐,胡椒粉各,淀粉 高汤 油"
皮片乳猪,"宰杀净乳猪(重约公斤左右),千层饼,葱球,酸甜菜。植物油,木炭～公斤,白糖,豆酱,芝麻酱,甜酱,汾酒,烤乳猪糖醋,红腐乳,五香盐,蒜泥。"
东江盐焗鸡,"重左右的肥嫩项鸡（毛黄,嘴黄,脚黄,下过蛋的母鸡称项鸡）,姜片,葱条各,香菜,粗盐,精盐 ,味精史,八角末,沙姜末各.,芝麻油,熟猪油,花生油沙纸张。"
什锦冬瓜帽,"冬瓜(重约～.公斤为宜),猪肉,熟火腿,冬菇,白果,薏米。调料:胡椒粉,料酒,湿淀粉,盐,味精,鸡汤。"
清风送爽,"豆腐,瘦肉,虾肉,蛋清,荸荠,葱白,西红柿,香菇,茄子,香油。"
炖柠檬鸭,"光鸭（约）,上汤。柠檬粒,精盐,味精,芝麻油各"
香煎萍果薯饼,薯仔 华盛顿萍果 洋葱(切碎) 烟肉(切粒)片 葱段(切碎) 牛油汤匙 芝士片
蜜瓜脆鳝,"黄鳝,红辣椒,蜜瓜(挖球)约,姜片,蒜头粒,生粉半 镇江醋汤匙,糖/汤匙,盐/茶匙,生粉茶匙,水汤匙 酱油茶匙,酒茶匙,胡椒粉"
马铃薯笋焖鸡,"鸡肉,马铃薯,笋,葱条,姜,油。腌料：酱油匙,淀粉半匙。调味料：生抽匙,水。"
肉酿生麸圆,"净猪腿肉,生面筋,酱油,精盐,白糖,绍酒,味精,葱末,芝麻油。"
酸汤龙骨面,"精制面粉,鸡蛋,红酸汤,木姜油,葱花等。"
绍子烘蛋,"蛋,盐半匙,玉米粉半匙,绞肉大匙,木耳末大匙,榨菜末大匙,葱花,高汤饭碗,味精半匙,油公。"
西柠蜜糖乳鸽, 乳鸽：（十两）蜜糖 ：两湯匙
荷包水鱼,"鱼(约),薏米,湿香菇, 笋花片, 赤肉,熟火腿,上汤。蒜头肉几粒,鸡壳,味精,绍酒,姜,葱,精盐,胡椒粉,芝麻油各。"
红斑二吃,"红斑鱼条（草鱼,鲤鱼也可）。"
宫庭献鱼,"鲩鱼或黄花鱼条约重,斤左右,奇异果,草莓,菠萝各,蒜肉粒剁碎,姜米茶匙。生抽/汤匙,盐/茶匙,镇江醋汤匙,糖 /汤匙,水/,麻油。(生粉水打茨用。)"
炊麒麟鱼,"鲈鱼条（）,湿香菇,火腿,白肉,鸡蛋清,味精,精盐,绍洒,胡辣粉,芝麻油,淀粉,上汤,熟猪油各。"
炒麦穗花鱿," 浸发鱿鱼,熟笋,湿香菇,猪油（耗）。 
配 料： 红辣椒,葱段,味精,鱼露,胡椒粉,芝麻油,绍酒,上汤,淀粉各。"
白汁鲳鱼,"鲳鱼条（约）,牛奶,熟火腿末,猪油,上汤,味精,精盐,绍洒,姜,葱,淀粉各。"
柠檬乳酪饼,"低脂软乳酪,低脂乳酪,奶油,炼奶,柠檬汁汤匙,活动饼模,小麦饼块,牛油溶液汤匙,砂糖汤匙"
腊味油鸭饭,"腊鸭件,腊肠条,米碗"
七彩什锦煲,"炸腐皮卷二两（六件）,炸鱼腐一两（约六）,鱼青丸一两五钱（约八）,浸发鱿鱼一两（或鲜鱿件）,瘦枚肉片一两,鸭珍肝（或鹅）二两,牛肉丸一两五钱（约六）,白菜胆四两,湿料菇五钱,发浮皮件四片,熟白果仁五钱,鲜笋三钱。
味料： 精盐二钱,味粉一钱,鸡精粉一钱,猪油五钱,麻油,胡椒粉,湿粉一钱,绍酒一钱,二汤一斤,香茜叶。"
沙拉蛋,"鸡蛋,马铃薯,胡萝卜条,火腿,小黄瓜条。调味料：盐／小匙,沙拉酱。"
虾胶龙凤卷,鲜虾仁 鸡蛋
菘菜油鸭煲,"鲜虾仁,油鸭半,白菜约,北菇,蒜茸,姜花,葱段"
罗汉扒大鸭,"鸭子,玉兰片,玉米笋,胡萝卜,冬菇,鲜菇,草菇,马蹄,老抽,盐, 蚝油, 味精.,胡椒粉.,料酒,生粉,糖.,植物油. 蒸鸭：味精.,盐.,大料,葱,姜,老抽.炸鸭：植物油."
香酱炒卤肉,"五花肉,姜,蒜子,葱各。卤水瓶,XO酱,麻油"
柴鱼贵妃粥,"米两（约）,柴鱼两（约）,细粒花生仁两（约）,贵妃骨（有肉猪扇骨）斤（约）,腐竹/两（约）,葱粒汤匙,冲菜片,切片油条。
腌米料：油,盐各/茶匙。
调味料：胡椒粉,麻油,熟油各,盐"
咖喱海鲜锅,"中虾,带子各,去骨鱼肉,羊角豆,番茄,干葱（磨茸）粒 
咖喱汁,水 
调味料：
盐,酱青各半茶匙 
糖/茶匙 
腌料： 
盐半茶匙　　　
玉蜀黍粉茶匙"
荔枝炒鸡丁,"荔枝,鸡胸肉,葱根,青,红椒各/调味料：盐匙,蛋清,太白粉大匙,白葡萄酒茶匙,油"
富贵黄金卷,"咸蛋黄,鸡旦汁,日本蟹柳,西芹,面包糠"
韭菜花咸猪肉,"咸猪肉片（咸猪肉的腌制方法：选用新鲜的带皮猪五花肉切成如图中大小的片,加入：南乳酱,玫瑰露酒,姜葱汁（用搅拌器将生姜和新鲜干葱头搅碎,用纱布沥出汁水）,烧肉汁,美极鲜酱油,调和色素（大红和橙红）,生粉,充分拌匀后防置冰箱冷藏后取出备用。）
配料：韭菜花（拦刀切成段--如图中）
料头：新鲜干葱头甲片,红萝卜花,炸蒜片,小葱度"
鸡香饼,"鸡胸肉四两剁幼丁二汤匙,葱二条切碎,面包糠/,鸡蛋打散,
茄汁或沙律酱一小碟。盐/茶匙,椒粉,鸡蛋白一汤匙,柠檬皮磨蓉半茶匙,生粉二茶匙。"
蒸水蛋,"大鸡蛋二,冷开水,葱二条切碎（不吃葱免用）,胡椒粉少计,
生抽一茶匙,盐/茶匙"
素酿南瓜,"南瓜一（重约一斤）,冬菇半两,蘑菇半罐切片,榨菜一两半,笋肉（罐装）三两切丝,五香豆腐干一件切丝,红萝卜切丝三汤匙,粉丝半两。
蚝油一汤匙,生抽半汤匙,姜汁一茶匙,糖一茶匙,盐/茶匙,麻油,胡椒粉,上汤或水半,油二汤匙"
蘑菇豆腐,"实板豆腐二件,蘑菇切片/（新鲜或罐装均可）,青豆三汤匙,姜一片,老抽半汤匙,生抽半汤匙,糖一茶匙,麻油,胡椒粉,姜一片,水/,鸡粉半茶匙（不喜欢免用,可用上汤/取代水及鸡粉）。
芡：生粉/茶匙,水二汤匙。"
酸忌廉鸡扒,"鸡上腿一磅半（或用鸡胸取代）,蘑菇半罐切,胡椒粉,盐碱/茶匙,生粉半汤匙,油二汤匙。忌廉鸡汤一罐,酸忌廉/,芥辣粉二茶匙半"
家常咖喱鸡,"鸡腿一磅半,马铃薯一磅（去皮切厚块）,蒜蓉半汤匙,干葱蓉半汤匙,
咖喱粉或没咖喱一汤匙,面粉一汤匙半,油二汤匙。热水半,椰汁半,盐/茶匙,糖半茶匙,胡椒粉,花生酱二汤匙,鸡粉半茶匙"
苹果鸡,"光鸡（重约二斤半）,青苹果一（切件去核）,葱二条,八角二粒"
火腿蛋,"洋火腿一片切丁（夹面包那种火腿）, 鸡蛋,葱切碎,盐/茶匙,油半汤匙,麻油,胡椒粉"
牛肉窜烧,"牛肉,,洋葱半,青,红,黄椒各半,竹签支。牛油汤匙, 白酒, 蒜末茶匙, 黑胡椒茶匙, 姜末茶匙,盐茶匙, 混合香草茶匙, 柠檬汁/茶匙。"
韩国烤肉,"牛肉, （白糖大勺,清酒大勺,梨四分之一） （朝鲜酱油大勺,葱花大勺,蒜泥小勺,香油小勺,芝麻勺）,疏菜（生菜,芝麻叶,青辣椒,齐里等）。 大葱半根 ,（辣椒粉半小勺,香油半小勺,食盐五分之）,蒜。大酱大勺, 辣椒酱半大勺, 蒜泥半小勺, 白糖半小勺, 葱花半小勺, 香油小勺, 芝麻面小勺, 把这些搅拌即成"
柠檬白肉鱼,"白肉鱼四片,番茄。洋葱, 玉蕈一把, 柠檬约一, 白酒三大匙, 比萨用乳酪, 精盐,胡椒粉各。"
清蒸鱿鱼,"水发鱿鱼。红辣椒半, 姜末,米醋各两大匙, 蒜末,芝麻油各, 白糖一大匙半, 酱油四大匙。"
镶苦瓜,"苦瓜, 生猪肉糜。酱油,色拉油各一中匙, 味精,芝麻油,淀粉,蒜末,精盐,白糖各一小匙, 红辣椒末,水,豆豉各一大匙, 胡椒粒。"
羊肉汤,"净羊肉,
 葱头,
 土豆,
 扁豆。
化猪油,
 大蒜,
 香叶一片,
 茴香籽.,
 辣椒粉,
 面粉,
 淡炼乳,
 精盐,
 清水。"
什菜鸡饭,"米（用黏性米更好）, 红罗卜切丝半, 蘑菇切片半, 榨菜切小薄片二汤匙, 鸡肉六两切丁, 青豆/, 上汤半（或用鸡精取代）。生抽半汤匙, 胡椒粉, 油一汤匙, 酒一茶匙。"
风味炒饭,"冷饭二碗（新鲜饭亦可）, 什菜/（包括熟红萝卜,粟米,青豆,
 冻肉公司有售）, 葱二条切吹碎, 虾米一两。蒜蓉辣椒一汤匙或, 鲜酱油一汤匙, 盐/茶匙。"
格兰仕食花总烩,"桂花鱼, 花生仁, 花菜, 鸡蛋。白糖, 花椒, 蒜苗（斜切）八片, 蒜粒两颗（切泥）, 精盐两小匙, 味精少量, 酱油,芝麻油,香油,葱花各。"
白粥,"大米约。
热水七。"
玉米粉粥,"玉米粉,
 大米粥。"
糯米麦粥,"糯米,
 麦粒,
 花生仁。
冰糖。"
小麦粥,"小麦约,
 大米,
 大枣。"
糯米粥,"糯米
白糖"
香粳米粥,"香粳米约。
白糖"
荠菜粥,"荠菜,
 大米,
 生姜。
芝麻油,精盐,味精各"
韭菜粥,"新鲜韭菜,
 大米。  
精盐。"
萝卜大米粥,"萝卜,
 大米。 
 白糖。"
桂花白薯粥,"白薯, 大米粥。  糖桂花数粒, 白糖。"
番薯粥,"番薯（即红薯）,
 小米。"
红枣山药粥,"红枣,
 山药,
 大米。  
白糖。"
白果粥,"大米,
 白果,
 腐竹。  精盐半汤匙,
 麦片一小包。"
山莲葡萄粥,"山药片,
 莲子肉,
 葡萄干。  白糖。"
胡桃粥,"胡桃肉,
 大米。  白糖"
龙眼枸杞粥,"龙眼肉,
 枸杞,
 红枣四,
 大米。"
山药桂圆粥,"生山药,
 桂圆肉,
 荔枝肉三,
 五味子。  白糖,水。"
龙眼粥,"龙眼肉,
 大米。  白糖"
干荔枝煲粥,"干荔枝,
 大米。  沸水两半。"
百合糖粥,"糯米,
 新鲜百合。  红糖一大匙,
 沸水两半。"
八卦粥,"活龟,
 大米,
 核桃仁。  猪油,
 香油,
 葱白,
 花椒粒,
 姜,精盐,味精各。"
虾球粥,"鲜虾,
 大米,
 瑶柱。  白糖两匙,
 香菜末,
 葱花,
 精盐,干淀粉,色拉油,酱油各。"
鲤鱼汁粥,"鲤鱼,
 糯米约。  葱白,豆豉,水各。"
